ID	PRIMER	ERROR
ERR346600.3300|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.3815|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.4045|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.3870|VPRIMER=VH-FW16	IGHG	0.6
ERR346600.3535|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.4120|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.4357|VPRIMER=VH-FW9	IGHG	0.65
ERR346600.4495|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.4221|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.4433|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.4759|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.4814|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.4553|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.4550|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.4489|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.4815|VPRIMER=VH-FW12	IGHG	0.6
ERR346600.4510|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.4854|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.4929|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.5105|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.5184|VPRIMER=VH-FW12	IGHG	0.7
ERR346600.5323|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.5312|VPRIMER=VH-FW15	IGHG	0.75
ERR346600.5330|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.5610|VPRIMER=VH-FW9	IGHG	0.65
ERR346600.6183|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.5698|VPRIMER=VH-FW3	IGHG	0.65
ERR346600.5676|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.5942|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.6154|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.6428|VPRIMER=VH-FW1	IGHG	0.65
ERR346600.5773|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.6386|VPRIMER=VH-FW19	IGHG	0.7
ERR346600.6710|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.7170|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.6800|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.7394|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.6815|VPRIMER=VH-FW1	IGHG	0.75
ERR346600.6882|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.8068|VPRIMER=VH-FW8	IGHG	0.65
ERR346600.8412|VPRIMER=VH-FW3	IGHG	0.65
ERR346600.8485|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.6962|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.7333|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.8512|VPRIMER=VH-FW16	IGHG	0.6
ERR346600.8636|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.8718|VPRIMER=VH-FW1	IGHG	0.7
ERR346600.7865|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.8723|VPRIMER=VH-FW12	IGHG	0.7
ERR346600.9144|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.8852|VPRIMER=VH-FW19	IGHG	0.65
ERR346600.8858|VPRIMER=VH-FW10	IGHG	0.6
ERR346600.9119|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.8902|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.8830|VPRIMER=VH-FW13	IGHG	0.8
ERR346600.9400|VPRIMER=VH-FW1	IGHG	0.75
ERR346600.9414|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.9447|VPRIMER=VH-FW13	IGHG	0.8
ERR346600.9657|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.9695|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.9750|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.10062|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.9830|VPRIMER=VH-FW9	IGHG	0.65
ERR346600.10508|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.10328|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.10588|VPRIMER=VH-FW12	IGHG	0.6
ERR346600.9809|VPRIMER=VH-FW16	IGHG	0.5
ERR346600.10956|VPRIMER=VH-FW12	IGHG	0.75
ERR346600.10519|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.10930|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.11443|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.11334|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.11619|VPRIMER=VH-FW3	IGHG	0.6
ERR346600.11592|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.11703|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.11899|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.11787|VPRIMER=VH-FW3	IGHG	0.7
ERR346600.12468|VPRIMER=VH-FW12	IGHG	0.7
ERR346600.12328|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.12327|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.12738|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.12399|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.12834|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.13224|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.13182|VPRIMER=VH-FW8	IGHG	0.6
ERR346600.12716|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.11986|VPRIMER=VH-FW12	IGHG	0.65
ERR346600.12590|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.13284|VPRIMER=VH-FW3	IGHG	0.65
ERR346600.12559|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.13292|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.14036|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.13278|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.13722|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.13904|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.13668|VPRIMER=VH-FW17	IGHG	0.65
ERR346600.14155|VPRIMER=VH-FW13	IGHG	0.7
ERR346600.13696|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.14446|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.14472|VPRIMER=VH-FW2	IGHG	0.65
ERR346600.13541|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.14409|VPRIMER=VH-FW12	IGHG	0.6
ERR346600.14150|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.14658|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.14573|VPRIMER=VH-FW16	IGHG	0.6
ERR346600.14696|VPRIMER=VH-FW17	IGHG	0.7
ERR346600.14405|VPRIMER=VH-FW11	IGHG	0.6
ERR346600.14729|VPRIMER=VH-FW11	IGHG	0.65
ERR346600.14852|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.15185|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.15053|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.14917|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.15188|VPRIMER=VH-FW4	IGHG	0.44999999999999996
ERR346600.15575|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.16112|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.15048|VPRIMER=VH-FW12	IGHG	0.7
ERR346600.15322|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.16342|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.14958|VPRIMER=VH-FW3	IGHG	0.7
ERR346600.15724|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.16377|VPRIMER=VH-FW1	IGHG	0.65
ERR346600.16745|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.16585|VPRIMER=VH-FW8	IGHG	0.7
ERR346600.17331|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.17687|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.17897|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.17292|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.17127|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.17818|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.14788|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.19070|VPRIMER=VH-FW2	IGHG	0.65
ERR346600.16727|VPRIMER=VH-FW12	IGHG	0.75
ERR346600.18525|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.18495|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.18370|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.18984|VPRIMER=VH-FW16	IGHG	0.6
ERR346600.19084|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.19205|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.19269|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.19393|VPRIMER=VH-FW2	IGHG	0.6
ERR346600.20184|VPRIMER=VH-FW9	IGHG	0.65
ERR346600.19487|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.19399|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.19623|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.20288|VPRIMER=VH-FW1	IGHG	0.7
ERR346600.20034|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.20470|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.21027|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.21039|VPRIMER=VH-FW1	IGHG	0.65
ERR346600.20743|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.19627|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.21059|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.21744|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.22310|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.21074|VPRIMER=VH-FW16	IGHG	0.65
ERR346600.21902|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.21335|VPRIMER=VH-FW9	IGHG	0.6
ERR346600.22304|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.23080|VPRIMER=VH-FW19	IGHG	0.6
ERR346600.22479|VPRIMER=VH-FW15	IGHG	0.6
ERR346600.22887|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.23017|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.23321|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.23977|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.22493|VPRIMER=VH-FW15	IGHG	0.65
ERR346600.23804|VPRIMER=VH-FW16	IGHG	0.6
ERR346600.23820|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.23528|VPRIMER=VH-FW13	IGHG	0.6
ERR346600.23114|VPRIMER=VH-FW15	IGHG	0.7
ERR346600.23364|VPRIMER=VH-FW9	IGHG	0.7
ERR346600.24821|VPRIMER=VH-FW13	IGHG	0.65
ERR346600.24535|VPRIMER=VH-FW16	IGHG	0.7
ERR346600.24801|VPRIMER=VH-FW9	IGHG	0.65
